Filename	ambig_basecount	ambig_full_basecount	cov_avg	cov_max	cov_med	cov_min	error	family	fasta_file	genes	identification	identification_method	identification_rank	length	n_aligned	n_reads	nuc_basecount	nuc_full_basecount	obs_taxon	output_dir	process_id	protein_reference_file	r	run_name	s	samples_file	skipped_reads_low_rel	species	stop_codons
BSNHM105-24_r_1_s_50_BSNHM105-24	0	0	15.306042884990253	36.0	14.0	1.0	None	Perlidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Perlidae	BLAST	None	1539	493	6353101	655	1539	Anostostomatidae,Perlidae,Nemouridae,Taeniopterygidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM105-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	3	Perla bipunctata	0
BSNHM106-24_r_1_s_50_BSNHM106-24	0	0	74.40508806262231	149.0	76.0	1.0	None	Beraeidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Beraeidae	BLAST	None	1533	1382	2248602	657	1533	Syrphidae,Crambidae,Odontoceridae,Sericostomatidae,Beraeidae,Conoesucidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM106-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	48	Beraeodina palpalis	0
BSNHM107-24_r_1_s_50_BSNHM107-24	1	1	11.4559686888454	21.0	11.0	5.0	None	Leptoceridae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Leptoceridae	BLAST	None	1533	198	1555186	657	1533	Leptoceridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM107-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	66	Athripsodes leucophaeus	0
BSNHM108-24_r_1_s_50_BSNHM108-24	0	0	16.596868884540118	54.0	15.0	0.0	None	Rhyacophilidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Rhyacophilidae	BLAST	None	1533	439	2403471	656	1455	Muscidae,Noctuidae,Nolidae,Geometridae,Rhyacophilidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM108-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	9	Rhyacophila hartigi	0
BSNHM109-24_r_1_s_50_BSNHM109-24	19	51	4.828125	16.0	4.0	0.0	None	Hydropsychidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Hydropsychidae	BLAST	None	1536	113	1747093	656	1497	Hydropsychidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM109-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	24	Hydropsyche brevis	0
BSNHM110-24_r_1_s_50_BSNHM110-24	0	0	25.078277886497066	87.0	22.0	10.0	None	Leptoceridae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Leptoceridae	BLAST	None	1533	642	1581614	657	1533	Leptoceridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM110-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	11	Adicella syriaca	0
BSNHM111-24_r_1_s_50_BSNHM111-24	0	0	9.524461839530332	23.0	9.0	1.0	None	Limnephilidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Limnephilidae	BLAST	None	1533	224	1250488	656	1533	Limnephilidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM111-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	14	Grammotaulius sibiricus	0
BSNHM112-24_r_1_s_50_BSNHM112-24	None	0	0	0	0	0	Local BLAST failed for sequence ''	Polycentropodidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Polycentropodidae	BLAST	None	1533	0	162	None	0		/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM112-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	0	Polycentropus flavostictus	0
BSNHM113-24_r_1_s_50_BSNHM113-24	9	26	0.8845401174168297	11.0	0.0	0.0	None	Rhyacophilidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Rhyacophilidae	BLAST	None	1533	30	3308674	213	615	Staphylinidae,Lucanidae,Lycidae,Cerambycidae,Simuliidae,Rhyacophilidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM113-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	11	Rhyacophila palmeni	0
BSNHM114-24_r_1_s_50_BSNHM114-24	0	9	10.81764705882353	24.0	10.0	2.0	None	Heptageniidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Heptageniidae	BLAST	None	1530	297	5378842	657	1530	Heptageniidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM114-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	7	Ecdyonurus bellieri	0
BSNHM115-24_r_1_s_50_BSNHM115-24	0	0	153.07450980392156	213.0	156.0	57.0	None	Leptophlebiidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Leptophlebiidae	BLAST	None	1530	3953	1225630	654	1530	Caenidae,Potamanthidae,Perlidae,Chloroperlidae,Leuctridae,Chironomidae,Corydalidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM115-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	10	Thraulus bellus	0
BSNHM116-24_r_1_s_50_BSNHM116-24	0	0	0.4697855750487329	3.0	0.0	0.0	None	Leuctridae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Leuctridae	BLAST	None	1539	11	1827032	238	633	Leuctridae,Curculionidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM116-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	11	Leuctra budtzi	0
BSNHM117-24_r_1_s_50_BSNHM117-24	15	60	5.304093567251462	14.0	5.0	0.0	None	Perlidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Perlidae	BLAST	None	1539	158	1671800	655	1509	Rhaphidophoridae,Anostostomatidae,Perlidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM117-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	17	Perla bipunctata	0
BSNHM118-24_r_1_s_50_BSNHM118-24	4	7	14.337231968810917	32.0	13.0	3.0	None	Brachycentridae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Brachycentridae	BLAST	None	1539	413	1494823	656	1539	Limnephilidae,Brachycentridae,Lepidostomatidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM118-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	19	Micrasema nigrum	0
BSNHM119-24_r_1_s_50_BSNHM119-24	0	0	1.7318982387475539	38.0	0.0	0.0	None	Leptoceridae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Leptoceridae	BLAST	None	1533	48	615255	157	186	Formicidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM119-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	0	Triaenodes conspersus	0
BSNHM120-24_r_1_s_50_BSNHM120-24	None	0	0	0	0	0	Local BLAST failed for sequence ''	Rhyacophilidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Rhyacophilidae	BLAST	None	1533	0	305	None	0		/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM120-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	0	Rhyacophila hartigi	0
BSNHM121-24_r_1_s_50_BSNHM121-24	3	17	8.3515625	24.0	7.5	0.0	None	Hydropsychidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Hydropsychidae	BLAST	None	1536	226	3574450	638	1461	Erebidae,Crambidae,Uenoidae,Goeridae,Brachycentridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM121-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	34	Hydropsyche mostarensis	0
BSNHM122-24_r_1_s_50_BSNHM122-24	3	18	42.99804305283757	82.0	44.0	3.0	None	Leptoceridae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Leptoceridae	BLAST	None	1533	1134	6443827	657	1533	Psilidae,Muscidae,Calliphoridae,Sarcophagidae,Tachinidae,Nymphalidae,Leptoceridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM122-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	87	Leptocerus lusitanicus	0
BSNHM123-24_r_1_s_50_BSNHM123-24	0	0	36.04500978473581	60.0	37.0	16.0	None	Limnephilidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Limnephilidae	BLAST	None	1533	674	2129790	656	1533	Limnephilidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM123-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	22	Grammotaulius submaculatus	0
BSNHM124-24_r_1_s_50_BSNHM124-24	0	16	17.616438356164384	46.0	18.0	0.0	None	Polycentropodidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Polycentropodidae	BLAST	None	1533	465	4667879	657	1488	Polycentropodidae,Psychomyiidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM124-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	36	Polycentropus mortoni	0
BSNHM125-24_r_1_s_50_BSNHM125-24	17	53	1.5675146771037183	9.0	1.0	0.0	None	Rhyacophilidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Rhyacophilidae	BLAST	None	1533	48	1353200	537	1125	Staphylinidae,Cerylonidae,Nycteribiidae,Erebidae,Lycaenidae,Nymphalidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM125-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	14	Rhyacophila pascoei	0
BSNHM126-24_r_1_s_50_BSNHM126-24	0	0	110.32549019607843	187.0	105.0	54.0	None	Heptageniidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Heptageniidae	BLAST	None	1530	3455	7472966	657	1530	Heptageniidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM126-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	17	Ecdyonurus forcipula	0
BSNHM127-24_r_1_s_50_BSNHM127-24	None	0	0	0	0	0	Local BLAST failed for sequence ''	Perlodidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Perlodidae	BLAST	None	1533	0	2	None	0		/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM127-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	0	Dictyogenus alpinum	0
BSNHM128-24_r_1_s_50_BSNHM128-24	0	2	2.0935672514619883	15.0	0.0	0.0	None	Leuctridae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Leuctridae	BLAST	None	1539	44	821910	140	516	Sciaridae,Cecidomyiidae,Tephritidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM128-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	8	Leuctra despaxi	0
BSNHM129-24_r_1_s_50_BSNHM129-24	2	20	3.5828460038986356	12.0	3.0	0.0	None	Nemouridae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Nemouridae	BLAST	None	1539	67	1267516	656	1425	Nemouridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM129-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	4	Protonemura corsicana	0
BSNHM130-24_r_1_s_50_BSNHM130-24	None	0	0	0	0	0	Local BLAST failed for sequence ''	Hydroptilidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Hydroptilidae	BLAST	None	1533	0	495866	None	0		/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM130-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	14	Hydroptila fortunata	0
BSNHM131-24_r_1_s_50_BSNHM131-24	1	1	8.232876712328768	24.0	7.0	0.0	None	Limnephilidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Limnephilidae	BLAST	None	1533	195	2093863	656	1530	Limnephilidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM131-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	31	Drusus destitutus	0
BSNHM132-24_r_1_s_50_BSNHM132-24	17	56	12.980506822612085	32.0	12.0	0.0	None	Sialidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Sialidae	BLAST	None	1539	254	5415535	632	1485	Limnephilidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM132-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	95	Sialis sibirica	0
BSNHM133-24_r_1_s_50_BSNHM133-24	2	2	1.3901960784313725	15.0	0.0	0.0	None	Goeridae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Goeridae	BLAST	None	1530	52	1593248	226	399	Dytiscidae,Elateridae,Curculionidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM133-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	11	Silonella aurata	2
BSNHM134-24_r_1_s_50_BSNHM134-24	8	36	28.731898238747554	73.0	24.0	2.0	None	Leptoceridae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Leptoceridae	BLAST	None	1533	692	3917881	656	1533	Pieridae,Papilionidae,Nymphalidae,Pyralidae,Leptoceridae,Calamoceratidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM134-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	105	Mystacides azurea	0
BSNHM135-24_r_1_s_50_BSNHM135-24	7	16	6.735294117647059	17.0	7.0	0.0	None	Limnephilidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Limnephilidae	BLAST	None	1530	160	1767107	607	1473	Limnephilidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	BSNHM135-24	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	24	Limnephilus pati	0
